Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.comparators,  Class : ComparableComparator, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4,  Class : ArrayStack, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.map,  Class : ReferenceMap, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.comparators,  Class : ComparableComparator, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4,  Class : ArrayStack, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.comparators,  Class : ComparableComparator, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4,  Class : ArrayStack, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.map,  Class : LazySortedMap, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.comparators,  Class : ComparableComparator, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4,  Class : ArrayStack, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.map,  Class : ReferenceIdentityMap, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.comparators,  Class : ComparableComparator, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4,  Class : ArrayStack, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.map,  Class : FixedSizeMap, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.comparators,  Class : ComparableComparator, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.map,  Class : FixedSizeMap, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.comparators,  Class : ComparableComparator, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.map,  Class : FixedSizeMap, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.comparators,  Class : ComparableComparator, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.iterators,  Class : UnmodifiableListIterator, Fields Without Getter : [Iterator]
Package : org.apache.commons.collections4.map,  Class : FixedSizeMap, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.comparators,  Class : ComparableComparator, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.iterators,  Class : IteratorIterable, Fields Without Getter : [TypeSafeIterator, Iterator]
Package : org.apache.commons.collections4.map,  Class : FixedSizeMap, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.comparators,  Class : ComparableComparator, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.iterators,  Class : PushbackIterator, Fields Without Getter : [Iterator, Items]
Package : org.apache.commons.collections4.map,  Class : FixedSizeMap, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.comparators,  Class : ComparableComparator, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.iterators,  Class : UnmodifiableIterator, Fields Without Getter : [Iterator]
Package : org.apache.commons.collections4.map,  Class : FixedSizeMap, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.comparators,  Class : ComparableComparator, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.map,  Class : FixedSizeMap, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.comparators,  Class : ComparableComparator, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.iterators,  Class : BoundedIterator, Fields Without Getter : [Max, Pos, Iterator, Offset]
Package : org.apache.commons.collections4.map,  Class : FixedSizeMap, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.comparators,  Class : ComparableComparator, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.iterators,  Class : FilterListIterator, Fields Without Getter : [NextObjectSet, NextObject, Iterator, PreviousObject, NextIndex, PreviousObjectSet]
Package : org.apache.commons.collections4.map,  Class : FixedSizeMap, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.comparators,  Class : ComparableComparator, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.iterators,  Class : FilterIterator, Fields Without Getter : [NextObjectSet, NextObject]
Package : org.apache.commons.collections4.map,  Class : FixedSizeMap, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.comparators,  Class : ComparableComparator, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.iterators,  Class : IteratorChain, Fields Without Getter : [LastUsedIterator, CurrentIterator, IsLocked, IteratorChain]
Package : org.apache.commons.collections4.map,  Class : FixedSizeMap, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.comparators,  Class : ComparableComparator, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.map,  Class : FixedSizeMap, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.comparators,  Class : ComparableComparator, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.iterators,  Class : LoopingListIterator, Fields Without Getter : [List]
Package : org.apache.commons.collections4.map,  Class : FixedSizeMap, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
Package : org.apache.commons.collections4.bag,  Class : UnmodifiableBag, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.multiset,  Class : HashMultiSet, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.list,  Class : SetListListIterator, Fields Without Getter : [Set, SerialVersionUID]
Package : org.apache.commons.collections4.comparators,  Class : ComparableComparator, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.map,  Class : FixedSizeMap, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.sequence,  Class : ReplacementsFinder, Fields Without Getter : [Skipped, Handler, PendingDeletions, PendingInsertions]
Package : org.apache.commons.collections4.splitmap,  Class : TransformedSplitMap, Fields Without Getter : [ValueTransformer, KeyTransformer, SerialVersionUID]
Package : org.apache.commons.collections4.functors,  Class : InstanceofPredicate, Fields Without Getter : [SerialVersionUID, IType]
Package : org.apache.commons.collections4.queue,  Class : SynchronizedQueue, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.collection,  Class : IndexedCollection, Fields Without Getter : [KeyTransformer, Index, UniqueIndex, SerialVersionUID]
Package : org.apache.commons.collections4.properties,  Class : SortedProperties, Fields Without Getter : [SerialVersionUID]
Package : org.apache.commons.collections4.bidimap,  Class : BidiOrderedMapIterator, Fields Without Getter : [ValueComparator, SerialVersionUID, Comparator]
